Account Number,Reporting Period,Origination Date,Credit Limit,Outstanding Balance,CLTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Type,DTI Ratio,Loan Modification,Charge-Off Status
205310,2025-02,2019-08-16,237465,85088,77.63,8.54,Current,FL,510,HELOC,15.08,No,No
205311,2025-02,2019-11-30,16162,128347,73.69,5.06,Current,WA,701,Fixed,45.92,No,No
205312,2025-02,2020-03-01,60731,174176,92.14,8.85,30 Days,TX,815,HELOC,26.91,No,No
205313,2025-02,2019-10-29,55341,108442,92.57,6.97,Current,NY,643,Fixed,20.01,No,No
205314,2025-02,2015-02-04,24381,159774,69.4,3.77,Current,FL,700,Fixed,36.57,No,No
205315,2025-02,2018-04-17,79073,43333,99.2,8.26,Current,GA,665,HELOC,51.24,No,No
205316,2025-02,2021-02-27,154567,16205,75.63,5.22,Current,NY,846,HELOC,46.51,No,No
205317,2025-02,2022-10-08,80409,185347,99.84,8.73,Current,TX,717,HELOC,36.28,No,No
205318,2025-02,2023-04-29,44656,79999,66.08,3.66,Current,IL,629,HELOC,46.3,No,No
205319,2025-02,2015-02-02,70765,122275,54.24,4.18,Current,IL,546,HELOC,46.74,No,No
205320,2025-02,2021-08-15,171286,20914,65.99,7.06,30 Days,WA,742,Fixed,50.45,No,No
205321,2025-02,2022-09-24,65765,93181,71.57,5.71,Current,IL,640,Fixed,40.49,No,No
205322,2025-02,2015-09-06,123577,93245,83.23,5.33,Current,FL,757,HELOC,34.55,No,No
205323,2025-02,2023-06-19,162230,23139,80.37,4.3,Current,CA,629,HELOC,28.98,No,No
205324,2025-02,2021-09-29,43212,177488,55.18,4.22,30 Days,FL,592,Fixed,51.29,No,No
205325,2025-02,2022-11-15,95748,81136,68.6,4.66,Current,NY,805,HELOC,37.6,No,No
205326,2025-02,2021-01-17,148081,53413,76.26,5.64,Current,TX,743,Fixed,23.05,No,No
205327,2025-02,2021-11-02,37688,40422,58.05,5.09,Current,GA,820,Fixed,49.11,No,No
205328,2025-02,2018-12-31,113611,154601,70.86,8.94,Current,CA,807,HELOC,43.85,No,No
205329,2025-02,2018-02-13,201139,62730,78.53,5.98,Current,IL,761,HELOC,41.6,No,No
205330,2025-02,2016-08-04,102379,56110,95.27,8.81,Current,IL,610,Fixed,35.35,No,No
205331,2025-02,2018-11-24,17401,81740,76.15,6.85,Current,TX,656,HELOC,15.09,No,No
205332,2025-02,2023-07-17,105304,77301,50.42,4.24,Current,NY,811,Fixed,40.88,No,No
205333,2025-02,2023-09-18,48402,28570,95.52,4.23,Current,FL,691,HELOC,48.05,No,No
205334,2025-02,2017-02-12,191673,97816,85.67,5.48,Current,NY,551,Fixed,23.57,No,No
205335,2025-02,2017-12-05,55554,149860,83.16,6.11,Current,WA,819,HELOC,24.43,No,No
205336,2025-02,2015-08-08,94452,113004,96.42,5.96,Current,CA,591,Fixed,39.83,No,No
205337,2025-02,2015-09-06,18276,10814,76.08,7.44,Current,IL,775,Fixed,23.24,No,No
205338,2025-02,2022-02-24,109351,67733,50.69,3.49,Current,TX,521,HELOC,22.79,No,No
205339,2025-02,2022-10-14,33969,50996,92.86,7.2,Current,TX,523,HELOC,15.1,No,No
205340,2025-02,2017-01-11,235302,24995,74.75,3.5,Current,GA,639,HELOC,29.3,No,No
205341,2025-02,2021-01-15,233771,121538,64.59,6.78,Current,IL,688,Fixed,34.38,No,No
205342,2025-02,2018-06-20,41757,83532,76.85,4.72,Current,IL,509,HELOC,45.34,No,No
205343,2025-02,2016-09-06,127836,106311,67.75,6.94,30 Days,FL,589,HELOC,27.81,No,No
205344,2025-02,2015-03-26,131339,20269,99.24,7.99,Current,IL,580,HELOC,28.74,No,No
205345,2025-02,2022-01-27,165944,81117,69.04,3.63,Current,FL,628,Fixed,48.27,No,No
205346,2025-02,2015-01-10,205392,161510,95.97,4.0,30 Days,TX,754,HELOC,22.67,No,No
205347,2025-02,2021-11-02,95603,9479,51.97,6.01,Current,FL,657,Fixed,36.68,No,No
205348,2025-02,2020-02-08,45065,72866,68.5,4.38,30 Days,GA,658,HELOC,47.21,No,No
205349,2025-02,2022-05-03,201203,115028,54.78,7.66,Current,GA,804,Fixed,27.53,No,No
205350,2025-02,2019-05-17,45620,112632,63.16,6.21,Current,TX,506,Fixed,20.12,No,No
205351,2025-02,2022-02-09,125123,71642,59.8,8.44,30 Days,IL,799,HELOC,27.14,No,No
205352,2025-02,2020-03-19,23594,33015,51.93,5.37,60 Days,IL,694,HELOC,20.31,No,No
205353,2025-02,2021-03-11,91172,141944,79.27,8.29,30 Days,GA,762,HELOC,24.12,No,No
205354,2025-02,2015-04-18,100140,188586,82.95,6.8,Current,CA,658,HELOC,22.61,No,No
205355,2025-02,2015-05-29,35408,61056,73.96,6.73,Current,IL,695,HELOC,38.27,No,No
205356,2025-02,2021-01-11,85125,145672,65.77,4.34,Current,GA,732,Fixed,23.71,No,No
205357,2025-02,2018-01-06,145270,73788,91.74,8.44,Current,NY,563,HELOC,36.96,No,No
205358,2025-02,2018-10-30,116777,183487,76.48,3.15,Current,IL,720,HELOC,27.14,No,No
205359,2025-02,2018-05-22,95129,139228,59.22,8.59,Current,FL,845,Fixed,18.84,No,No
205360,2025-02,2018-11-29,111325,101172,98.97,6.74,Current,WA,807,HELOC,35.06,No,No
205361,2025-02,2017-05-31,86464,143403,69.89,3.17,Current,IL,577,HELOC,39.87,No,No
205362,2025-02,2016-04-30,234193,43429,60.77,5.6,Current,TX,673,Fixed,15.38,Yes,No
205363,2025-02,2016-09-20,119852,126755,56.62,3.82,Current,GA,580,HELOC,15.13,No,No
205364,2025-02,2018-04-17,162227,111539,89.46,6.61,Current,FL,606,Fixed,33.82,No,No
205365,2025-02,2017-10-27,118386,49756,76.43,8.03,Current,WA,757,Fixed,50.13,No,No
205366,2025-02,2018-02-23,179938,8888,66.56,4.36,Current,NY,805,Fixed,48.0,Yes,No
205367,2025-02,2016-08-15,117938,186816,57.98,8.1,Current,IL,589,HELOC,30.49,No,No
205368,2025-02,2020-05-11,117834,22633,66.79,7.8,Current,NY,613,Fixed,36.86,No,No
205369,2025-02,2023-11-19,114287,60630,85.74,6.22,Current,WA,600,Fixed,48.51,No,No
205370,2025-02,2022-07-20,78683,122107,78.54,5.11,Current,GA,517,HELOC,29.14,No,No
205371,2025-02,2017-11-11,170171,142534,75.04,5.96,Current,TX,669,HELOC,38.14,No,No
205372,2025-02,2021-07-25,57775,65614,94.99,7.79,Current,WA,500,Fixed,15.83,No,No
205373,2025-02,2023-01-16,201178,146027,55.56,6.79,Current,NY,753,Fixed,15.83,No,No
205374,2025-02,2023-11-23,160449,98354,58.32,7.3,Current,TX,845,Fixed,24.21,No,Yes
205375,2025-02,2021-01-06,162371,70939,54.11,7.39,Current,GA,686,HELOC,43.72,No,No
205376,2025-02,2018-09-06,148526,26070,68.2,3.34,Current,FL,682,HELOC,44.75,No,No
205377,2025-02,2019-05-30,245917,184382,81.39,7.44,Current,FL,537,Fixed,43.13,No,No
205378,2025-02,2022-10-01,206817,25163,66.14,7.86,Current,WA,656,Fixed,33.11,No,No
205379,2025-02,2022-02-02,184514,44497,73.87,8.86,Current,IL,849,HELOC,26.34,No,No
205380,2025-02,2022-09-01,157878,13429,89.0,4.45,Current,WA,556,HELOC,39.54,No,No
205381,2025-02,2021-10-11,154614,116564,72.29,6.87,30 Days,CA,735,Fixed,17.06,No,No
205382,2025-02,2022-02-14,198099,26404,86.66,5.04,Current,WA,757,HELOC,51.36,No,No
205383,2025-02,2018-04-17,195386,189439,68.49,7.79,Current,TX,791,HELOC,39.75,No,No
205384,2025-02,2020-12-09,71840,102931,98.41,8.19,Current,NY,576,HELOC,45.9,No,No
205385,2025-02,2018-11-15,170038,173660,78.44,8.33,Current,NY,727,HELOC,40.39,No,No
205386,2025-02,2016-12-20,94556,188440,90.79,5.92,30 Days,FL,742,Fixed,29.82,No,No
205387,2025-02,2016-12-02,157651,27701,77.01,5.3,Current,IL,514,Fixed,50.29,No,No
205388,2025-02,2021-10-16,111009,97471,74.69,8.6,Current,GA,607,Fixed,42.75,Yes,No
205389,2025-02,2022-12-07,175723,79414,58.35,8.85,30 Days,NY,568,HELOC,40.24,No,No
205390,2025-02,2017-05-04,235436,49528,91.77,5.54,Current,WA,517,Fixed,20.9,No,No
205391,2025-02,2023-12-06,67589,187538,98.55,5.86,Current,IL,512,HELOC,42.87,No,No
205392,2025-02,2017-11-15,172355,198951,50.43,5.85,Current,CA,600,HELOC,21.36,No,No
205393,2025-02,2023-11-10,227878,182933,51.57,7.95,Current,GA,651,HELOC,37.26,No,No
205394,2025-02,2015-04-03,221673,128449,58.67,8.97,Current,GA,585,Fixed,49.46,No,No
205395,2025-02,2020-07-08,161014,157602,70.76,3.76,Current,CA,745,HELOC,17.84,No,No
205396,2025-02,2023-07-23,97751,85527,95.1,6.77,30 Days,IL,693,Fixed,31.63,No,No
205397,2025-02,2020-02-25,41165,21931,91.82,7.19,Current,TX,658,HELOC,47.08,No,Yes
205398,2025-02,2022-05-31,169477,178149,60.04,8.07,Current,FL,656,HELOC,40.85,No,No
205399,2025-02,2018-08-08,236292,15708,81.72,6.3,Current,FL,529,HELOC,30.7,No,No
205400,2025-02,2015-06-15,203949,45461,79.27,3.69,Current,WA,806,Fixed,53.36,No,No
205401,2025-02,2023-08-14,31819,101762,89.46,6.43,Current,TX,573,HELOC,25.57,No,No
205402,2025-02,2016-02-15,216722,179375,56.04,8.28,30 Days,CA,601,HELOC,20.48,No,No
205403,2025-02,2018-03-19,167932,145873,56.24,4.97,Current,TX,726,HELOC,38.95,No,No
205404,2025-02,2023-11-26,176793,41660,71.46,4.99,Current,NY,722,Fixed,23.35,No,No
205405,2025-02,2015-06-14,203442,98543,52.42,8.59,Current,TX,820,Fixed,43.18,No,No
205406,2025-02,2018-04-15,117008,149946,64.38,3.42,Current,WA,744,HELOC,27.48,No,No
205407,2025-02,2020-03-02,167948,187852,73.92,8.52,Current,TX,584,HELOC,45.38,No,No
205408,2025-02,2022-02-13,232771,107561,51.82,5.65,30 Days,CA,588,Fixed,31.46,No,No
205409,2025-02,2015-03-31,17982,188631,51.86,8.25,Current,GA,626,Fixed,27.45,No,No
205410,2025-02,2021-07-09,67567,88247,98.13,5.76,Current,CA,798,HELOC,43.37,No,No
205411,2025-02,2017-12-18,209235,142012,86.8,4.77,Current,GA,554,Fixed,50.43,No,No
205412,2025-02,2016-06-11,220618,48687,72.18,7.45,Current,CA,514,Fixed,19.29,No,No
205413,2025-02,2023-03-10,138328,10139,71.72,4.63,Current,CA,759,Fixed,19.74,No,No
205414,2025-02,2021-11-03,172905,58992,70.62,7.46,Current,NY,810,Fixed,22.47,No,No
205415,2025-02,2018-07-18,143042,59509,53.81,5.05,Current,WA,700,HELOC,39.09,No,No
205416,2025-02,2016-09-13,176567,86944,87.87,6.97,Current,TX,817,HELOC,41.06,No,No
205417,2025-02,2017-05-08,61901,156209,71.71,4.44,Current,GA,628,Fixed,24.93,No,No
205418,2025-02,2018-08-12,50403,196902,94.08,3.05,30 Days,TX,519,Fixed,18.42,No,No
205419,2025-02,2020-09-22,229060,123772,96.45,6.75,Current,WA,717,Fixed,41.74,No,No
205420,2025-02,2018-04-06,70503,179199,89.53,5.88,Current,NY,814,HELOC,46.75,No,No
205421,2025-02,2015-01-03,127633,173679,52.52,5.16,Current,FL,745,HELOC,24.77,No,No
205422,2025-02,2019-02-17,18885,125912,95.32,5.98,Current,CA,800,HELOC,45.3,No,No
205423,2025-02,2016-08-11,197408,75247,74.75,8.38,Current,FL,588,HELOC,21.09,No,No
205424,2025-02,2017-08-18,24872,168616,80.75,6.05,Current,WA,785,Fixed,41.09,No,No
205425,2025-02,2020-05-06,145177,69031,88.54,6.73,Current,IL,706,HELOC,18.85,No,No
205426,2025-02,2019-11-24,200862,133301,88.75,4.7,Current,FL,713,Fixed,41.64,No,No
205427,2025-02,2016-05-13,226357,49196,59.59,7.21,Current,FL,763,Fixed,43.06,No,No
205428,2025-02,2020-06-21,225171,199120,62.52,6.37,Current,GA,678,Fixed,18.24,No,No
205429,2025-02,2023-10-09,133862,36897,64.42,4.51,30 Days,CA,731,Fixed,36.21,Yes,No
205430,2025-02,2017-12-15,48844,192098,64.27,5.44,Current,NY,618,HELOC,43.85,No,No
205431,2025-02,2021-11-30,113257,182543,83.19,5.19,Current,CA,657,Fixed,49.81,No,No
205432,2025-02,2022-09-26,248009,144043,89.69,7.71,Current,GA,667,Fixed,37.49,No,No
205433,2025-02,2021-02-11,44948,51968,85.61,5.59,Current,IL,589,Fixed,21.63,No,No
205434,2025-02,2016-08-28,75887,80090,62.13,5.81,30 Days,GA,743,Fixed,24.73,No,No
205435,2025-02,2019-03-28,222145,81454,66.81,6.62,Current,GA,533,HELOC,30.96,No,No
205436,2025-02,2019-10-24,36844,103354,77.28,7.14,Current,IL,698,HELOC,30.04,No,No
205437,2025-02,2021-06-22,169073,66319,61.18,7.31,Current,WA,603,HELOC,22.89,No,Yes
205438,2025-02,2023-02-04,46103,134429,55.1,6.12,Current,CA,740,HELOC,15.79,No,No
205439,2025-02,2016-09-13,165249,128985,86.23,4.86,Current,NY,768,Fixed,43.44,No,No
205440,2025-02,2018-01-15,179460,198624,86.43,7.03,Current,FL,834,Fixed,49.81,No,No
205441,2025-02,2019-07-29,223932,38903,57.44,7.43,Current,IL,626,HELOC,26.53,No,No
205442,2025-02,2019-07-04,130452,184805,70.23,3.18,Current,FL,558,Fixed,30.38,No,No
205443,2025-02,2016-01-05,242917,59315,80.92,3.86,Current,GA,639,Fixed,49.97,No,No
205444,2025-02,2018-07-08,224334,18847,88.85,8.51,Current,FL,617,Fixed,51.66,No,No
205445,2025-02,2016-01-15,50040,38800,54.95,8.35,Current,TX,776,HELOC,42.2,No,No
205446,2025-02,2015-12-21,155527,48010,91.51,3.45,Current,WA,564,Fixed,17.53,No,No
205447,2025-02,2022-08-23,164755,12165,96.64,4.79,Current,FL,655,Fixed,40.5,No,No
205448,2025-02,2016-07-27,63470,46734,68.97,4.26,30 Days,GA,837,HELOC,32.89,No,No
205449,2025-02,2015-07-31,122867,17896,77.55,6.86,Current,GA,753,HELOC,39.15,No,No
205450,2025-02,2015-12-14,108836,10384,89.08,3.72,Current,FL,525,HELOC,46.13,No,No
205451,2025-02,2023-08-30,117200,79318,78.31,5.04,Current,CA,590,Fixed,44.91,No,Yes
205452,2025-02,2022-07-14,105161,66701,56.7,5.11,Current,FL,739,HELOC,29.27,No,No
205453,2025-02,2023-06-26,53820,162641,51.42,5.47,Current,CA,828,HELOC,21.83,No,No
205454,2025-02,2017-06-30,73301,123530,80.16,6.95,Current,NY,765,HELOC,23.06,No,No
205455,2025-02,2015-05-05,14302,27123,62.91,5.57,Current,GA,536,Fixed,38.0,No,No
205456,2025-02,2019-04-10,65807,71546,67.48,4.07,Current,GA,575,HELOC,32.73,No,No
205457,2025-02,2017-04-02,28200,138070,56.61,4.31,Current,GA,556,Fixed,52.34,No,No
205458,2025-02,2019-12-21,32109,26143,85.23,5.48,Current,WA,594,HELOC,17.24,No,No
205459,2025-02,2023-03-19,230887,124869,79.12,6.0,Current,FL,790,HELOC,43.5,No,No
205460,2025-02,2016-09-07,136812,159785,55.71,7.08,Current,GA,779,Fixed,31.57,No,No
205461,2025-02,2019-03-24,197599,103615,79.14,5.9,Current,TX,548,Fixed,43.86,No,No
205462,2025-02,2022-10-16,73879,138875,60.27,8.34,Current,IL,693,HELOC,23.44,No,No
205463,2025-02,2016-10-05,60110,158513,96.21,3.18,Current,WA,770,HELOC,39.43,No,No
205464,2025-02,2015-05-18,63125,130345,76.81,6.73,Current,NY,692,HELOC,27.04,No,No
205465,2025-02,2021-05-04,190042,154427,60.57,4.7,60 Days,GA,686,HELOC,47.11,No,No
205466,2025-02,2019-12-07,106644,135397,67.46,4.32,30 Days,CA,558,Fixed,40.96,Yes,No
205467,2025-02,2019-02-17,101071,87185,84.41,6.26,Current,WA,640,Fixed,47.42,No,No
205468,2025-02,2019-09-04,116244,72373,52.76,8.06,30 Days,NY,613,Fixed,39.68,No,Yes
205469,2025-02,2020-12-26,53394,182874,79.12,8.93,Current,IL,662,HELOC,45.53,No,No
205470,2025-02,2015-12-31,99077,180802,87.29,4.22,Current,NY,620,Fixed,31.38,No,Yes
205471,2025-02,2018-08-16,224933,90315,79.39,4.79,Current,NY,717,HELOC,46.36,No,No
205472,2025-02,2019-12-25,123189,41532,61.52,4.93,Current,IL,633,Fixed,43.8,No,No
205473,2025-02,2021-04-21,118727,73106,70.44,8.37,60 Days,IL,614,HELOC,22.93,No,No
205474,2025-02,2020-02-24,14699,191420,76.57,6.08,Current,FL,603,Fixed,28.48,No,No
205475,2025-02,2017-11-18,15906,176267,99.05,6.01,60 Days,NY,605,HELOC,54.47,No,No
205476,2025-02,2019-10-11,10314,32103,94.27,4.76,Current,FL,810,Fixed,22.03,No,No
205477,2025-02,2015-11-26,44684,152750,88.95,4.76,Current,NY,685,Fixed,19.63,No,No
205478,2025-02,2023-10-22,190465,66670,80.09,8.65,Current,FL,735,Fixed,22.37,No,No
205479,2025-02,2019-11-14,27684,177301,72.17,7.45,30 Days,IL,535,HELOC,20.74,No,Yes
205480,2025-02,2023-02-26,225834,110015,75.25,7.65,60 Days,GA,728,HELOC,52.07,No,No
205481,2025-02,2020-11-26,121389,111924,85.11,5.83,Current,TX,506,Fixed,41.68,No,No
205482,2025-02,2019-06-10,165759,195665,73.75,4.39,Current,CA,833,Fixed,19.71,No,No
205483,2025-02,2015-02-23,213236,190977,53.76,5.44,Current,FL,650,Fixed,41.26,No,No
205484,2025-02,2019-04-25,194347,155272,58.87,6.3,Current,NY,811,HELOC,51.6,No,No
205485,2025-02,2019-08-09,188129,129513,94.82,8.58,90+ Days,WA,641,HELOC,51.22,No,No
205486,2025-02,2019-03-29,158809,152031,73.18,4.5,Current,IL,560,HELOC,45.46,No,No
205487,2025-02,2022-06-12,100625,189336,92.17,5.12,Current,TX,653,HELOC,53.32,No,No
205488,2025-02,2018-07-27,33047,179224,99.73,7.06,30 Days,NY,696,HELOC,31.03,No,No
205489,2025-02,2022-10-28,208863,51706,79.94,6.33,Current,FL,642,HELOC,39.41,No,No
205490,2025-02,2023-02-10,106863,28567,90.75,7.4,Current,NY,704,Fixed,37.25,No,No
205491,2025-02,2021-08-19,246056,71811,55.94,8.31,Current,CA,518,HELOC,29.42,No,No
205492,2025-02,2016-06-06,153344,104749,60.95,5.44,Current,FL,702,HELOC,39.43,No,No
205493,2025-02,2020-06-02,138184,123943,96.68,3.8,Current,WA,670,HELOC,32.02,No,No
205494,2025-02,2015-01-22,160497,144079,95.16,7.78,Current,NY,806,HELOC,15.24,No,No
205495,2025-02,2018-01-28,118771,129597,50.11,8.09,Current,CA,764,Fixed,50.14,No,No
205496,2025-02,2023-04-17,212948,198114,95.39,7.28,Current,IL,703,HELOC,43.77,No,No
205497,2025-02,2022-02-04,180264,128898,95.01,7.1,Current,WA,614,Fixed,22.27,No,No
205498,2025-02,2016-07-17,198063,166192,79.63,5.32,Current,TX,543,Fixed,42.42,No,No
205499,2025-02,2018-03-25,108372,36416,76.65,8.65,30 Days,GA,617,HELOC,35.73,No,No
205500,2025-02,2023-01-07,242052,44200,65.78,8.46,Current,FL,604,Fixed,37.37,No,No
205501,2025-02,2018-10-02,163249,115270,58.88,3.69,Current,NY,504,Fixed,24.73,No,No
205502,2025-02,2023-03-13,19404,12565,62.06,8.92,Current,TX,788,Fixed,40.16,No,No
205503,2025-02,2023-08-07,23236,76654,58.61,3.2,30 Days,CA,771,Fixed,39.3,No,No
205504,2025-02,2019-10-17,129155,127222,60.26,4.66,Current,GA,800,Fixed,31.34,No,No
205505,2025-02,2020-05-30,160151,51765,84.39,5.91,Current,WA,636,HELOC,21.41,No,No
205506,2025-02,2016-06-16,153462,95304,51.45,8.75,Current,GA,690,HELOC,35.38,No,No
205507,2025-02,2021-11-01,87573,168201,63.4,8.06,Current,WA,542,Fixed,27.5,No,No
205508,2025-02,2021-06-09,76024,85762,87.8,3.9,Current,CA,760,Fixed,37.97,No,No
205509,2025-02,2015-01-23,24008,118368,72.72,6.22,Current,WA,759,HELOC,41.7,No,Yes
205510,2025-02,2021-02-26,235763,13307,57.67,5.99,Current,IL,824,HELOC,47.84,No,No
205511,2025-02,2019-07-06,93328,79714,66.39,4.39,Current,CA,741,HELOC,30.4,No,No
205512,2025-02,2018-08-28,195060,149371,62.14,3.53,30 Days,TX,726,HELOC,32.22,No,No
205513,2025-02,2015-11-25,67901,67000,87.58,3.15,Current,WA,660,HELOC,24.27,No,No
205514,2025-02,2017-02-05,194626,51767,69.41,3.58,Current,CA,682,HELOC,28.64,No,No
205515,2025-02,2021-12-13,204065,171958,60.67,5.35,Current,TX,743,Fixed,25.96,No,No
205516,2025-02,2020-05-31,177404,40504,87.74,7.25,30 Days,GA,807,Fixed,27.52,No,No
205517,2025-02,2015-07-05,225523,19746,70.48,7.8,Current,NY,724,Fixed,29.42,No,No
205518,2025-02,2022-04-21,232338,120380,68.45,6.39,Current,IL,651,Fixed,50.24,No,No
205519,2025-02,2022-04-14,32032,16917,73.0,5.35,Current,CA,730,Fixed,15.12,No,No
205520,2025-02,2023-08-14,209316,21833,87.32,3.62,30 Days,IL,524,HELOC,52.62,No,No
205521,2025-02,2019-05-05,49394,183176,57.68,6.3,Current,TX,650,Fixed,15.74,No,No
205522,2025-02,2015-03-19,128710,193437,78.09,3.5,Current,FL,761,Fixed,49.23,No,No
205523,2025-02,2019-10-20,169323,103397,98.67,6.25,Current,GA,765,HELOC,15.38,No,No
205524,2025-02,2018-10-09,58753,81673,91.48,7.71,Current,WA,649,Fixed,23.41,No,No
205525,2025-02,2016-09-11,153874,8627,68.46,6.9,Current,IL,687,HELOC,49.72,No,No
205526,2025-02,2017-08-25,68195,8288,62.83,7.78,Current,TX,524,HELOC,17.64,No,No
205527,2025-02,2015-11-30,206038,64884,53.03,7.16,Current,FL,631,HELOC,16.33,No,Yes
205528,2025-02,2023-01-13,145402,90747,89.85,7.86,30 Days,NY,535,Fixed,47.62,No,No
205529,2025-02,2020-11-28,96471,138552,79.27,5.85,Current,NY,641,Fixed,36.55,No,No
205530,2025-02,2017-01-03,111362,148071,84.9,5.8,Current,TX,650,HELOC,23.53,No,No
205531,2025-02,2016-01-15,90372,100681,92.81,3.69,Current,IL,756,HELOC,43.62,No,No
205532,2025-02,2020-12-15,25809,59209,56.38,6.23,Current,IL,632,Fixed,20.92,No,No
205533,2025-02,2019-02-28,182939,28588,91.52,5.66,Current,FL,526,Fixed,48.61,No,No
205534,2025-02,2020-09-12,121005,18041,84.53,5.55,Current,IL,699,HELOC,35.62,No,No
205535,2025-02,2023-04-14,206124,175770,78.12,4.93,Current,GA,821,HELOC,34.23,No,Yes
205536,2025-02,2021-05-07,16395,145249,96.57,7.64,Current,NY,638,HELOC,25.29,No,No
205537,2025-02,2023-12-13,160571,74419,58.42,7.49,Current,NY,505,Fixed,52.98,No,No
205538,2025-02,2023-11-07,10445,116885,84.47,5.85,Current,GA,672,Fixed,19.48,Yes,No
205539,2025-02,2023-09-30,19320,72744,99.76,8.22,Current,CA,719,Fixed,48.11,No,No
205540,2025-02,2018-06-24,15290,50359,83.51,6.51,Current,WA,818,HELOC,25.32,No,No
205541,2025-02,2018-09-19,62239,28058,53.7,4.49,30 Days,FL,559,HELOC,40.17,No,No
205542,2025-02,2022-12-05,140396,55902,88.96,4.57,Current,FL,714,HELOC,22.37,No,Yes
205543,2025-02,2020-12-26,94109,81850,63.77,3.91,Current,NY,785,Fixed,37.0,No,No
205544,2025-02,2017-06-04,47729,108798,92.84,5.9,Current,GA,776,Fixed,27.37,No,No
205545,2025-02,2019-03-08,214738,113356,74.39,4.77,Current,FL,773,Fixed,36.14,No,No
205546,2025-02,2019-10-19,240034,57328,97.72,3.59,Current,WA,683,Fixed,20.28,No,No
205547,2025-02,2020-08-01,217477,166477,79.25,6.46,Current,IL,640,HELOC,48.7,No,No
205548,2025-02,2021-06-07,167095,193979,91.61,5.04,Current,IL,558,Fixed,54.46,No,No
205549,2025-02,2016-11-30,29327,181912,84.72,4.18,Current,WA,562,Fixed,23.15,No,No
205550,2025-02,2017-11-21,18367,56249,51.72,8.25,30 Days,TX,624,Fixed,40.12,No,No
205551,2025-02,2021-03-29,124609,174109,80.82,5.59,Current,IL,765,HELOC,40.28,No,No
205552,2025-02,2020-11-27,79063,115988,68.47,5.81,Current,FL,813,Fixed,41.66,No,Yes
205553,2025-02,2018-01-02,201712,156974,85.33,5.43,Current,GA,529,HELOC,46.7,No,No
205554,2025-02,2017-04-07,171374,177925,88.31,6.6,Current,TX,709,HELOC,49.32,No,No
205555,2025-02,2019-03-27,64867,107740,76.89,4.86,Current,WA,817,HELOC,53.67,No,No
205556,2025-02,2023-07-30,132707,190876,88.49,4.61,30 Days,NY,839,Fixed,54.37,No,No
205557,2025-02,2021-01-27,85598,19740,66.75,8.24,30 Days,CA,673,Fixed,42.08,No,No
205558,2025-02,2018-08-21,174630,51862,84.95,7.12,Current,FL,690,Fixed,41.76,No,No
205559,2025-02,2015-06-28,192974,163403,55.05,6.1,Current,FL,610,Fixed,17.54,No,No
205560,2025-02,2015-06-15,59221,178431,79.03,6.15,Current,FL,620,HELOC,28.24,No,No
205561,2025-02,2019-05-26,88214,19864,91.69,5.67,Current,WA,727,HELOC,50.13,No,No
205562,2025-02,2016-08-15,173829,49678,92.21,3.52,Current,GA,782,Fixed,36.3,No,No
205563,2025-02,2018-09-13,167068,38005,56.78,5.6,Current,FL,583,Fixed,36.61,No,No
205564,2025-02,2019-05-28,184698,100686,97.9,4.57,Current,FL,537,Fixed,41.01,No,No
205565,2025-02,2023-11-29,137995,198076,89.5,7.99,Current,CA,577,HELOC,47.67,No,No
205566,2025-02,2021-12-20,34216,64379,67.34,4.26,Current,CA,567,Fixed,43.05,No,No
205567,2025-02,2017-01-10,208026,87555,65.11,8.42,Current,CA,844,HELOC,26.97,No,No
205568,2025-02,2020-12-02,178686,119659,62.68,6.5,Current,FL,776,HELOC,40.21,No,No
205569,2025-02,2019-04-17,34383,67278,60.11,6.59,Current,GA,532,Fixed,29.72,No,No
205570,2025-02,2021-09-27,190753,106919,71.8,8.65,60 Days,WA,694,HELOC,30.02,No,No
205571,2025-02,2019-06-30,111751,189763,62.06,3.71,Current,WA,827,Fixed,27.97,No,No
205572,2025-02,2020-02-16,114915,25803,98.6,6.19,Current,GA,503,Fixed,47.23,No,No
205573,2025-02,2017-09-17,98291,109491,87.7,4.61,Current,IL,545,HELOC,30.29,No,No
205574,2025-02,2019-05-31,138216,47408,99.8,3.73,60 Days,TX,700,Fixed,39.27,No,No
205575,2025-02,2017-11-22,155841,85026,94.39,4.36,Current,GA,824,HELOC,39.12,No,No
205576,2025-02,2023-10-10,138635,177048,92.53,8.28,Current,CA,767,Fixed,54.59,No,No
205577,2025-02,2019-05-11,103358,7847,92.31,3.81,Current,GA,792,HELOC,29.51,No,No
