Account Number,Reporting Period,Origination Date,Loan Amount,LTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Purpose,DTI Ratio,Loan Modification,Charge-Off Status
106036,2025-02,2019-12-20,200992,51.74,7.65,Current,CA,576,Refinance,17.28,No,No
106037,2025-02,2018-12-31,92830,81.43,3.43,Current,WA,546,Purchase,17.99,No,No
106038,2025-02,2019-07-16,997450,62.65,4.87,90+ Days,IL,547,Refinance,37.69,No,No
106039,2025-02,2015-07-23,643402,90.12,8.17,Current,IL,695,Refinance,46.13,No,No
106040,2025-02,2015-02-13,381447,68.83,6.38,Current,WA,590,Cash-Out Refinance,29.47,No,No
106041,2025-02,2018-06-08,765925,52.23,2.95,Current,GA,540,Refinance,27.42,No,No
106042,2025-02,2015-08-19,981772,52.37,4.81,Current,TX,831,Purchase,18.75,No,No
106043,2025-02,2019-03-12,661167,69.75,7.82,30 Days,WA,510,Cash-Out Refinance,14.35,No,No
106044,2025-02,2022-02-07,539563,77.67,6.66,Current,TX,711,Cash-Out Refinance,49.8,No,No
106045,2025-02,2017-04-08,68353,77.61,5.11,Current,FL,670,Cash-Out Refinance,25.74,No,No
106046,2025-02,2021-07-31,921209,82.85,3.45,Current,CA,527,Refinance,32.59,Yes,Yes
106047,2025-02,2023-08-31,92005,94.43,5.66,Current,WA,514,Purchase,16.85,No,No
106048,2025-02,2023-03-11,194062,52.7,6.18,Current,CA,560,Refinance,26.59,No,No
106049,2025-02,2018-10-02,246128,93.61,8.48,Current,TX,686,Purchase,14.27,No,No
106050,2025-02,2016-02-25,817832,97.78,8.42,Current,WA,682,Cash-Out Refinance,31.4,No,No
106051,2025-02,2015-02-21,413040,53.53,3.56,Current,CA,772,Cash-Out Refinance,36.52,No,No
106052,2025-02,2017-05-06,421723,56.05,8.37,90+ Days,NY,685,Refinance,41.75,No,No
106053,2025-02,2015-03-22,657584,84.61,6.38,Current,CA,635,Cash-Out Refinance,47.18,Yes,No
106054,2025-02,2019-08-22,767026,90.42,2.82,Current,FL,547,Cash-Out Refinance,23.73,No,No
106055,2025-02,2022-02-20,465703,71.92,2.84,Current,IL,803,Purchase,40.38,No,No
106056,2025-02,2017-05-16,377330,98.31,5.41,Current,TX,570,Refinance,49.61,No,No
106057,2025-02,2023-10-25,801987,84.96,6.12,Current,GA,779,Refinance,28.83,No,No
106058,2025-02,2019-03-12,644569,76.8,3.28,90+ Days,FL,816,Purchase,45.12,No,No
106059,2025-02,2022-10-25,90533,81.98,7.67,Current,CA,525,Purchase,49.77,No,No
106060,2025-02,2015-09-19,244775,75.52,7.2,Current,IL,645,Refinance,37.78,No,No
106061,2025-02,2018-09-10,102280,62.05,7.0,Current,CA,574,Purchase,40.09,No,No
106062,2025-02,2020-04-13,973561,86.23,7.67,Current,NY,561,Refinance,36.76,No,No
106063,2025-02,2019-04-14,302804,74.1,5.48,Current,TX,802,Refinance,24.91,No,No
106064,2025-02,2017-01-07,274091,59.67,6.51,Current,CA,835,Purchase,14.12,No,No
106065,2025-02,2019-10-19,485625,89.51,8.03,Current,GA,799,Cash-Out Refinance,30.37,No,No
106066,2025-02,2023-10-18,487694,55.56,6.13,Current,WA,734,Cash-Out Refinance,29.63,No,No
106067,2025-02,2021-05-11,577535,53.82,3.53,Current,WA,585,Refinance,35.1,No,No
106068,2025-02,2020-02-09,82924,73.82,5.8,30 Days,NY,565,Cash-Out Refinance,48.72,No,No
106069,2025-02,2023-06-25,818352,64.86,5.65,Current,TX,773,Cash-Out Refinance,12.7,No,No
106070,2025-02,2019-10-14,160096,73.96,3.34,Current,CA,525,Purchase,48.52,No,No
106071,2025-02,2021-08-04,351390,60.16,8.08,Current,TX,555,Refinance,45.22,No,No
106072,2025-02,2015-02-22,552790,57.07,8.32,Current,GA,794,Cash-Out Refinance,35.17,No,No
106073,2025-02,2021-01-11,333955,67.85,6.64,Current,NY,807,Refinance,40.33,No,No
106074,2025-02,2021-11-24,809257,74.67,6.3,Current,WA,558,Refinance,46.45,Yes,No
106075,2025-02,2021-01-01,369625,79.39,4.83,Current,WA,797,Purchase,48.04,No,No
106076,2025-02,2019-04-10,254800,65.19,2.78,Current,TX,635,Purchase,45.84,No,No
106077,2025-02,2020-11-17,644606,69.41,3.24,Current,IL,630,Purchase,44.77,No,No
106078,2025-02,2021-10-09,146343,56.03,5.27,Current,FL,788,Refinance,31.36,No,No
106079,2025-02,2015-01-04,771425,63.04,4.63,Current,IL,802,Refinance,28.6,No,No
106080,2025-02,2016-07-12,929220,63.3,3.81,Current,CA,717,Purchase,47.22,No,No
106081,2025-02,2023-01-31,621756,83.52,7.6,30 Days,FL,541,Purchase,35.55,No,No
106082,2025-02,2017-10-25,58818,54.82,4.02,Current,WA,552,Purchase,11.53,No,No
106083,2025-02,2016-02-18,565530,62.58,7.25,Current,FL,581,Refinance,30.25,Yes,No
106084,2025-02,2016-03-21,221260,87.93,6.52,60 Days,CA,550,Refinance,39.78,No,No
106085,2025-02,2023-02-10,553260,90.37,4.93,Current,IL,765,Refinance,25.15,No,No
106086,2025-02,2020-01-11,630370,99.78,2.78,Current,CA,700,Refinance,10.78,No,No
106087,2025-02,2021-04-10,860538,86.14,7.45,Current,IL,526,Cash-Out Refinance,13.04,Yes,No
106088,2025-02,2020-10-23,115309,89.46,5.02,90+ Days,IL,724,Cash-Out Refinance,34.22,No,No
106089,2025-02,2021-09-30,882446,74.67,7.43,60 Days,NY,581,Cash-Out Refinance,39.17,No,No
106090,2025-02,2022-03-28,456837,62.78,4.54,Current,IL,574,Cash-Out Refinance,41.54,No,No
106091,2025-02,2021-05-02,624954,71.86,4.8,Current,IL,718,Refinance,17.64,No,No
106092,2025-02,2016-10-21,447893,59.1,5.35,Current,IL,703,Refinance,10.97,No,No
106093,2025-02,2018-03-29,183671,52.16,6.99,Current,FL,752,Cash-Out Refinance,14.7,No,No
106094,2025-02,2017-12-16,425566,52.29,6.08,Current,WA,849,Cash-Out Refinance,10.71,No,No
106095,2025-02,2018-09-30,319925,85.13,5.03,Current,IL,735,Cash-Out Refinance,40.76,No,No
106096,2025-02,2021-11-12,962480,88.4,3.8,90+ Days,CA,807,Refinance,20.42,No,No
106097,2025-02,2022-01-13,971156,86.49,7.29,Current,IL,527,Purchase,20.74,No,No
106098,2025-02,2023-06-09,524644,99.74,5.68,Current,FL,809,Cash-Out Refinance,12.7,No,No
106099,2025-02,2018-05-23,680630,55.09,4.38,Current,IL,592,Refinance,13.24,Yes,No
106100,2025-02,2016-07-05,168726,93.1,3.03,30 Days,CA,663,Purchase,22.81,No,No
106101,2025-02,2019-06-20,769804,76.73,6.94,60 Days,WA,747,Refinance,41.28,No,No
106102,2025-02,2019-03-26,489294,93.78,4.11,30 Days,FL,663,Refinance,11.01,No,No
106103,2025-02,2020-08-28,57983,78.15,7.39,Current,TX,760,Cash-Out Refinance,20.79,No,No
106104,2025-02,2020-11-22,949749,56.78,7.2,Current,IL,551,Cash-Out Refinance,19.91,No,No
106105,2025-02,2019-02-05,741686,84.45,4.22,Current,CA,594,Cash-Out Refinance,22.5,No,No
106106,2025-02,2015-12-23,414611,69.76,6.47,Current,TX,723,Refinance,15.02,No,No
106107,2025-02,2021-08-20,896891,61.52,5.98,Current,TX,760,Purchase,31.85,No,No
106108,2025-02,2019-07-04,684765,68.06,7.88,30 Days,GA,663,Purchase,15.14,No,No
106109,2025-02,2023-10-07,464130,89.06,6.54,30 Days,WA,555,Cash-Out Refinance,45.31,No,No
106110,2025-02,2019-05-15,692368,73.02,4.65,Current,CA,833,Refinance,30.69,No,No
106111,2025-02,2019-08-06,190650,93.67,7.49,Current,IL,517,Cash-Out Refinance,16.35,No,No
106112,2025-02,2016-10-04,703320,81.85,3.4,Current,CA,694,Cash-Out Refinance,21.06,No,No
106113,2025-02,2018-06-23,95150,70.03,3.91,Current,TX,644,Refinance,25.1,No,No
106114,2025-02,2021-09-23,258413,92.58,5.57,Current,NY,765,Cash-Out Refinance,29.48,No,No
106115,2025-02,2023-10-01,979666,63.14,2.8,Current,GA,793,Refinance,24.6,No,No
106116,2025-02,2022-12-18,586793,51.24,3.4,Current,GA,582,Cash-Out Refinance,45.65,Yes,No
106117,2025-02,2022-08-12,621919,88.58,6.17,Current,WA,827,Purchase,21.89,No,No
106118,2025-02,2020-06-08,609635,88.7,3.62,Current,CA,534,Refinance,40.73,No,No
106119,2025-02,2018-06-26,790326,74.71,8.47,Current,WA,533,Refinance,31.79,No,No
106120,2025-02,2022-11-07,920042,69.25,4.43,Current,NY,754,Refinance,43.39,No,No
106121,2025-02,2021-05-22,666926,99.47,3.01,Current,CA,811,Purchase,25.36,No,No
106122,2025-02,2021-11-12,862287,82.91,5.55,30 Days,NY,573,Refinance,20.52,No,No
106123,2025-02,2016-01-14,925382,62.29,5.51,Current,TX,679,Cash-Out Refinance,32.0,No,No
106124,2025-02,2017-07-31,317465,59.88,6.28,Current,TX,734,Refinance,49.64,No,No
106125,2025-02,2017-12-22,96491,96.41,3.03,Current,TX,562,Cash-Out Refinance,29.23,No,No
106126,2025-02,2023-06-08,319575,70.5,5.16,30 Days,GA,701,Refinance,27.08,No,No
106127,2025-02,2017-02-07,443260,92.0,3.97,Current,CA,677,Refinance,29.91,No,No
106128,2025-02,2021-06-05,737637,63.34,3.09,Current,GA,835,Purchase,38.88,No,No
106129,2025-02,2023-04-16,417990,95.42,6.42,Current,NY,815,Cash-Out Refinance,36.6,No,No
106130,2025-02,2016-08-15,169875,82.73,8.47,Current,NY,732,Cash-Out Refinance,20.09,No,No
106131,2025-02,2021-07-05,821887,70.19,5.49,Current,CA,592,Purchase,47.29,No,No
106132,2025-02,2022-07-13,995262,91.39,7.15,Current,NY,548,Purchase,34.45,No,No
106133,2025-02,2018-07-03,84434,77.28,5.92,30 Days,NY,813,Refinance,34.17,No,No
106134,2025-02,2016-08-30,784359,78.1,7.37,Current,FL,649,Purchase,33.89,No,No
106135,2025-02,2015-08-25,612770,79.94,6.47,Current,TX,756,Refinance,30.17,No,No
106136,2025-02,2019-11-12,876169,99.93,2.82,Current,FL,781,Cash-Out Refinance,14.34,No,No
106137,2025-02,2020-01-03,626506,76.97,4.13,Current,FL,640,Refinance,27.65,No,No
106138,2025-02,2023-12-07,768058,91.83,7.05,Current,IL,773,Refinance,39.46,No,No
106139,2025-02,2022-03-20,230438,62.66,5.09,Current,IL,764,Purchase,33.51,No,No
106140,2025-02,2018-05-12,530334,89.9,5.77,Current,CA,846,Refinance,17.74,No,No
106141,2025-02,2017-12-17,632072,84.87,7.71,Current,TX,766,Refinance,35.56,No,No
106142,2025-02,2022-12-23,109061,66.59,4.2,Current,FL,770,Refinance,36.71,No,No
106143,2025-02,2021-11-02,921415,97.24,4.35,Current,FL,646,Purchase,40.09,No,No
106144,2025-02,2017-10-11,866585,84.99,6.75,30 Days,FL,734,Cash-Out Refinance,29.43,No,No
106145,2025-02,2016-09-05,887039,78.07,3.76,Current,NY,831,Refinance,46.43,No,No
106146,2025-02,2017-04-26,742868,60.1,4.35,Current,IL,612,Refinance,37.82,No,No
106147,2025-02,2016-11-24,219945,75.97,7.2,90+ Days,TX,539,Purchase,31.08,No,No
106148,2025-02,2019-05-11,350611,92.29,5.36,Current,FL,609,Purchase,22.29,No,No
106149,2025-02,2023-12-16,129404,98.07,8.21,Current,NY,780,Purchase,41.84,No,No
106150,2025-02,2015-10-29,454343,66.71,4.08,Current,CA,721,Refinance,22.18,No,No
106151,2025-02,2017-12-19,413876,68.28,6.63,60 Days,WA,755,Refinance,46.07,No,No
106152,2025-02,2023-07-30,90389,88.76,3.04,Current,TX,507,Refinance,14.39,No,No
106153,2025-02,2021-07-27,726046,65.62,4.53,30 Days,CA,524,Cash-Out Refinance,18.82,No,No
106154,2025-02,2016-11-12,533298,74.0,8.44,Current,IL,639,Purchase,41.05,No,No
106155,2025-02,2018-06-12,494306,66.84,7.59,Current,IL,684,Refinance,15.8,No,No
106156,2025-02,2018-05-03,188413,52.22,4.41,Current,TX,735,Purchase,22.36,No,No
106157,2025-02,2021-05-27,165021,85.9,7.93,Current,GA,740,Refinance,33.9,No,No
106158,2025-02,2015-05-08,744255,82.51,5.56,Current,CA,658,Purchase,49.75,No,No
106159,2025-02,2018-05-05,248951,90.54,6.88,Current,IL,726,Purchase,14.0,No,No
106160,2025-02,2022-09-16,338122,82.69,4.59,Current,GA,684,Purchase,29.0,No,No
106161,2025-02,2015-11-09,339093,84.89,6.25,Current,NY,719,Cash-Out Refinance,20.78,No,No
106162,2025-02,2016-10-23,217097,72.8,4.43,Current,IL,543,Cash-Out Refinance,24.65,No,No
106163,2025-02,2015-12-23,395916,96.85,8.15,Current,FL,792,Refinance,43.93,No,No
106164,2025-02,2020-10-14,765275,59.57,3.91,Current,TX,754,Refinance,49.95,No,No
106165,2025-02,2017-12-13,782786,71.1,4.35,Current,TX,581,Cash-Out Refinance,18.91,No,No
106166,2025-02,2016-09-08,222778,77.27,4.98,Current,TX,592,Cash-Out Refinance,31.21,No,No
106167,2025-02,2015-01-02,751536,80.62,8.25,Current,WA,729,Cash-Out Refinance,23.06,No,No
106168,2025-02,2017-02-17,926102,52.79,3.19,Current,WA,620,Refinance,11.67,No,No
106169,2025-02,2021-02-22,599548,58.85,8.26,Current,FL,627,Cash-Out Refinance,38.31,No,No
106170,2025-02,2016-11-01,57788,78.75,8.4,Current,WA,607,Refinance,42.3,No,No
106171,2025-02,2019-03-05,541612,56.69,6.33,Current,IL,762,Refinance,23.64,No,No
106172,2025-02,2020-10-10,773301,70.09,5.43,Current,IL,750,Purchase,26.67,No,No
106173,2025-02,2022-02-17,233385,65.17,7.92,Current,CA,505,Cash-Out Refinance,30.63,No,No
106174,2025-02,2018-08-08,772599,59.43,4.71,Current,CA,601,Refinance,35.48,No,No
106175,2025-02,2022-07-12,762551,67.22,6.93,Current,WA,840,Cash-Out Refinance,31.25,No,No
106176,2025-02,2015-11-23,517767,75.76,7.71,Current,NY,671,Cash-Out Refinance,42.41,No,No
106177,2025-02,2015-12-15,642354,50.07,6.88,Current,IL,708,Cash-Out Refinance,35.11,No,No
106178,2025-02,2017-06-13,503012,51.46,6.74,Current,FL,766,Cash-Out Refinance,43.77,No,No
106179,2025-02,2023-09-06,636396,68.28,5.62,Current,CA,821,Cash-Out Refinance,49.39,No,No
106180,2025-02,2017-07-08,297462,90.25,4.75,Current,TX,779,Refinance,24.65,No,No
106181,2025-02,2015-11-11,99336,67.26,6.34,Current,CA,811,Purchase,28.77,No,No
106182,2025-02,2017-05-08,682193,81.8,5.97,30 Days,GA,558,Cash-Out Refinance,32.55,No,No
106183,2025-02,2015-09-06,529296,85.35,6.43,Current,GA,621,Cash-Out Refinance,22.38,No,No
106184,2025-02,2018-03-11,322601,56.93,6.6,30 Days,IL,729,Purchase,36.36,No,No
106185,2025-02,2016-11-18,774108,70.64,6.99,Current,FL,747,Cash-Out Refinance,28.61,No,No
106186,2025-02,2017-07-09,857115,69.86,7.82,Current,IL,597,Purchase,33.87,No,No
106187,2025-02,2020-03-25,538378,50.7,4.62,Current,GA,761,Refinance,21.64,No,No
106188,2025-02,2019-07-13,132277,88.77,6.81,30 Days,GA,710,Purchase,40.19,No,No
106189,2025-02,2019-02-03,639757,63.44,5.46,Current,NY,672,Cash-Out Refinance,20.12,No,No
106190,2025-02,2023-05-11,465803,65.31,6.49,Current,TX,814,Cash-Out Refinance,46.45,No,No
106191,2025-02,2016-10-29,706705,54.33,8.16,30 Days,CA,786,Refinance,29.24,No,No
106192,2025-02,2018-08-15,155911,67.46,8.36,Current,NY,563,Cash-Out Refinance,20.95,No,No
106193,2025-02,2023-01-03,650110,95.52,4.39,Current,NY,589,Cash-Out Refinance,17.31,No,No
106194,2025-02,2021-10-15,474451,79.76,3.67,Current,NY,539,Purchase,19.17,No,No
106195,2025-02,2022-09-26,321660,86.54,5.66,Current,NY,802,Cash-Out Refinance,26.81,Yes,No
106196,2025-02,2020-08-24,879743,66.77,4.33,Current,GA,819,Purchase,23.61,No,No
106197,2025-02,2023-06-18,67278,83.02,7.7,Current,TX,597,Refinance,46.41,No,No
106198,2025-02,2017-12-03,981182,94.76,6.86,Current,NY,631,Refinance,22.79,No,No
106199,2025-02,2022-10-12,626536,68.0,2.75,Current,CA,529,Purchase,44.65,No,No
106200,2025-02,2016-05-08,912063,96.79,2.99,30 Days,IL,524,Purchase,11.88,No,No
106201,2025-02,2017-02-13,974758,63.49,7.85,90+ Days,TX,835,Cash-Out Refinance,16.81,No,No
106202,2025-02,2016-09-10,115557,72.71,5.19,Current,TX,624,Refinance,34.11,No,No
106203,2025-02,2015-07-25,468533,73.92,3.03,60 Days,WA,550,Purchase,29.93,No,No
106204,2025-02,2017-11-05,447476,95.77,7.02,Current,GA,567,Purchase,46.28,No,No
106205,2025-02,2015-03-26,323413,68.57,7.24,Current,WA,588,Purchase,12.35,No,No
106206,2025-02,2015-01-11,174274,72.19,2.97,Current,TX,822,Purchase,27.77,No,No
106207,2025-02,2020-01-10,56430,64.47,5.39,Current,NY,788,Cash-Out Refinance,32.3,No,No
106208,2025-02,2016-04-22,246164,94.48,5.37,Current,IL,637,Refinance,26.16,No,No
106209,2025-02,2021-05-19,214247,94.58,5.22,Current,NY,772,Cash-Out Refinance,20.7,No,No
106210,2025-02,2018-08-18,986902,78.28,3.7,Current,TX,505,Refinance,48.99,No,No
106211,2025-02,2022-01-12,146409,95.96,5.27,Current,GA,737,Cash-Out Refinance,43.8,No,No
106212,2025-02,2021-03-01,270430,53.26,4.54,Current,TX,843,Cash-Out Refinance,15.09,No,No
106213,2025-02,2021-07-23,598066,50.33,8.25,Current,WA,584,Purchase,17.1,No,No
106214,2025-02,2015-06-05,322068,50.3,2.67,Current,FL,748,Refinance,13.91,No,No
106215,2025-02,2016-01-16,957021,85.75,5.9,Current,FL,716,Refinance,13.95,No,No
106216,2025-02,2019-01-16,908086,50.99,4.86,30 Days,CA,766,Refinance,19.68,No,No
106217,2025-02,2022-03-08,91248,77.52,3.23,Current,TX,537,Cash-Out Refinance,21.18,No,No
106218,2025-02,2017-07-11,440344,73.97,3.64,Current,CA,715,Refinance,35.42,No,Yes
106219,2025-02,2015-03-16,466930,92.59,4.12,Current,TX,661,Refinance,24.67,No,No
106220,2025-02,2017-05-17,973622,94.18,3.7,Current,WA,832,Refinance,45.5,Yes,No
106221,2025-02,2020-08-25,786548,64.92,3.22,Current,WA,748,Cash-Out Refinance,20.29,Yes,No
106222,2025-02,2018-11-12,922173,57.91,4.17,Current,CA,631,Purchase,33.96,No,No
106223,2025-02,2015-02-28,594800,92.52,7.59,Current,GA,808,Cash-Out Refinance,32.5,No,No
106224,2025-02,2015-03-28,118571,91.79,6.65,Current,FL,536,Purchase,13.22,No,No
106225,2025-02,2018-05-26,380162,72.0,4.91,Current,FL,724,Cash-Out Refinance,40.19,No,No
106226,2025-02,2017-12-24,60059,69.4,2.91,Current,TX,834,Purchase,14.17,No,No
106227,2025-02,2017-06-25,988366,83.5,5.96,Current,NY,786,Refinance,41.28,No,No
106228,2025-02,2023-05-05,105724,92.66,4.72,Current,NY,712,Refinance,43.08,No,No
106229,2025-02,2022-09-20,935480,97.75,5.92,Current,FL,662,Purchase,40.22,No,No
106230,2025-02,2022-08-31,247136,79.27,4.7,Current,IL,662,Refinance,43.7,No,No
106231,2025-02,2016-06-04,787627,75.69,4.97,Current,FL,669,Purchase,42.43,No,No
106232,2025-02,2021-01-05,720595,58.5,5.41,Current,CA,699,Refinance,48.14,No,No
106233,2025-02,2018-05-20,166560,93.1,5.4,60 Days,NY,622,Purchase,13.68,No,No
106234,2025-02,2021-02-27,300844,60.09,4.09,Current,GA,561,Purchase,47.57,No,No
106235,2025-02,2023-04-26,422473,50.03,5.18,Current,NY,565,Purchase,33.54,No,No
106236,2025-02,2021-01-09,438376,77.63,8.11,Current,NY,584,Cash-Out Refinance,48.16,No,No
106237,2025-02,2019-01-28,103459,78.94,4.81,Current,CA,527,Cash-Out Refinance,47.06,No,No
106238,2025-02,2021-05-31,170745,81.23,7.28,Current,IL,745,Purchase,46.91,No,No
106239,2025-02,2018-04-14,518744,61.94,2.71,Current,WA,609,Refinance,48.13,No,No
106240,2025-02,2015-04-03,380749,62.26,4.4,Current,GA,543,Refinance,16.07,Yes,No
106241,2025-02,2020-11-17,131913,73.1,4.2,Current,IL,551,Refinance,29.68,No,No
106242,2025-02,2018-06-09,493423,90.1,2.75,Current,GA,698,Purchase,16.12,No,No
106243,2025-02,2015-01-11,327910,94.44,6.68,90+ Days,GA,817,Purchase,46.49,No,No
106244,2025-02,2017-11-12,777418,61.44,4.65,Current,IL,797,Purchase,40.37,No,No
106245,2025-02,2018-09-03,976755,54.79,5.18,Current,IL,662,Cash-Out Refinance,22.37,No,No
106246,2025-02,2018-02-21,869079,90.9,5.55,Current,IL,546,Purchase,34.8,No,No
106247,2025-02,2017-04-19,79632,63.34,6.68,Current,FL,748,Refinance,29.47,No,No
106248,2025-02,2016-08-25,131999,82.88,5.59,Current,NY,635,Cash-Out Refinance,41.61,No,No
106249,2025-02,2022-08-11,560165,92.98,7.04,Current,GA,612,Refinance,38.2,No,No
106250,2025-02,2022-07-09,264806,77.72,2.89,Current,WA,673,Purchase,48.62,No,No
106251,2025-02,2016-08-10,532504,73.38,3.36,Current,FL,684,Purchase,20.18,No,No
106252,2025-02,2018-12-16,495704,92.25,8.2,Current,CA,836,Purchase,45.61,No,No
106253,2025-02,2018-07-17,558271,96.33,3.14,Current,IL,778,Purchase,18.02,Yes,No
106254,2025-02,2015-11-24,327106,76.96,3.67,Current,WA,631,Cash-Out Refinance,26.74,No,No
106255,2025-02,2019-06-12,479788,93.78,6.53,Current,GA,785,Purchase,38.72,No,No
106256,2025-02,2021-07-29,610816,71.18,4.01,Current,NY,746,Cash-Out Refinance,14.66,No,No
106257,2025-02,2020-03-14,810424,96.89,6.33,Current,NY,704,Purchase,40.3,No,No
106258,2025-02,2015-03-29,540277,69.7,3.01,Current,IL,776,Cash-Out Refinance,34.81,No,No
106259,2025-02,2017-01-24,449580,55.69,3.12,Current,TX,677,Purchase,34.18,No,No
106260,2025-02,2017-07-18,231920,95.81,7.44,Current,FL,779,Refinance,17.43,No,No
106261,2025-02,2022-09-21,486532,62.03,4.82,Current,NY,845,Cash-Out Refinance,42.77,No,No
106262,2025-02,2018-07-17,867250,58.64,7.33,Current,NY,519,Purchase,16.1,No,No
106263,2025-02,2016-02-01,130012,73.78,7.17,Current,GA,511,Purchase,23.5,Yes,No
106264,2025-02,2020-08-24,852833,64.82,7.19,Current,WA,710,Purchase,35.61,No,No
106265,2025-02,2022-09-23,232037,79.85,7.17,Current,NY,627,Cash-Out Refinance,16.6,No,No
106266,2025-02,2023-07-06,158286,60.24,6.81,Current,FL,584,Purchase,36.07,Yes,No
106267,2025-02,2022-01-01,286816,66.09,2.94,Current,IL,765,Cash-Out Refinance,46.2,No,No
106268,2025-02,2023-11-04,73149,85.61,3.54,Current,FL,821,Refinance,44.7,No,No
106269,2025-02,2020-12-16,325753,87.08,3.64,Current,TX,665,Purchase,27.27,No,No
106270,2025-02,2016-01-19,139161,58.33,7.78,Current,NY,843,Purchase,17.54,No,No
106271,2025-02,2018-07-24,318249,96.16,5.67,30 Days,GA,680,Cash-Out Refinance,44.1,No,No
106272,2025-02,2018-06-18,834999,50.54,7.79,Current,IL,833,Cash-Out Refinance,25.23,Yes,No
106273,2025-02,2018-07-18,519740,76.2,3.54,Current,TX,542,Refinance,36.85,No,No
106274,2025-02,2021-04-05,165828,94.88,5.55,Current,CA,626,Cash-Out Refinance,14.96,No,No
106275,2025-02,2016-02-22,222067,55.14,7.6,Current,WA,813,Cash-Out Refinance,32.1,No,No
106276,2025-02,2023-01-27,138968,70.36,3.62,Current,IL,622,Cash-Out Refinance,40.64,No,No
106277,2025-02,2021-05-10,522868,81.0,6.11,90+ Days,NY,749,Refinance,13.02,Yes,No
106278,2025-02,2019-01-19,715308,84.81,4.46,Current,GA,710,Purchase,36.29,No,No
106279,2025-02,2021-04-24,436107,97.28,4.04,Current,GA,826,Purchase,11.67,No,No
106280,2025-02,2018-08-13,340398,89.65,3.38,Current,TX,727,Purchase,38.53,No,No
106281,2025-02,2015-06-10,744184,96.07,5.21,Current,IL,689,Purchase,14.34,No,No
106282,2025-02,2018-06-22,796204,75.21,4.95,Current,NY,820,Cash-Out Refinance,35.83,No,No
106283,2025-02,2023-01-26,444956,63.45,6.78,Current,IL,842,Refinance,27.75,No,Yes
106284,2025-02,2015-11-09,91821,89.44,7.77,60 Days,GA,837,Purchase,20.21,No,No
106285,2025-02,2018-01-15,552157,58.87,6.94,30 Days,FL,546,Cash-Out Refinance,20.68,No,No
106286,2025-02,2018-03-24,94849,51.54,7.01,Current,CA,699,Purchase,14.47,No,No
106287,2025-02,2016-07-04,352398,67.61,5.07,Current,IL,814,Refinance,42.85,No,No
106288,2025-02,2018-01-05,633247,75.72,4.8,Current,IL,635,Cash-Out Refinance,17.57,No,No
106289,2025-02,2023-09-03,360936,82.08,4.2,Current,CA,559,Refinance,27.93,No,No
106290,2025-02,2020-02-10,386411,57.79,3.38,Current,GA,512,Purchase,19.51,No,No
106291,2025-02,2022-07-25,773926,99.17,4.02,Current,NY,833,Refinance,21.71,No,No
106292,2025-02,2023-01-23,753595,51.75,6.31,Current,TX,507,Refinance,39.02,No,No
106293,2025-02,2018-12-05,990313,80.22,5.76,Current,TX,601,Cash-Out Refinance,40.36,No,Yes
106294,2025-02,2016-11-01,483781,63.22,3.15,Current,TX,837,Purchase,17.97,No,No
