Account Number,Reporting Period,Loan Type,Origination Date,Loan Amount,Credit Limit,Outstanding Balance,LTV Ratio,DTI Ratio,Interest Rate,Delinquency Status,Credit Score,Property State,Loan Purpose,Loan Modification,Charge-Off Status,Origination Channel,Loan Term (Months),ARM Fixed Term (Years),Servicer Name,Securitization Status
406380,2025-02,First Lien Mortgage,2015-04-05,35733,233601,109856,81.64,45.26,8.17,Current,654,IL,Refinance,No,No,Broker,360,5,Bank B,Yes
406381,2025-02,Home Equity Loan,2015-03-11,655958,381920,297413,71.22,31.31,3.66,Current,842,WA,Refinance,No,No,Retail,360,5,Bank A,No
406382,2025-02,First Lien Mortgage,2022-03-31,241522,401680,371009,51.25,27.34,9.26,Current,548,FL,Purchase,No,No,Direct,360,10,Bank A,No
406383,2025-02,First Lien Mortgage,2017-05-28,882988,308321,113054,80.26,18.28,5.39,Current,649,GA,Purchase,No,Yes,Broker,240,7,Bank B,No
406384,2025-02,Home Equity Loan,2020-01-12,459836,123883,340498,74.5,10.54,7.3,Current,840,FL,Home Improvement,No,No,Correspondent,240,5,Bank A,No
406385,2025-02,Home Equity Loan,2023-06-25,131694,311683,277860,40.32,36.77,3.8,Current,747,GA,Purchase,Yes,No,Correspondent,180,10,Bank B,No
406386,2025-02,Home Equity Loan,2019-07-20,982132,250918,127203,50.62,33.16,3.51,Current,810,CA,Purchase,No,No,Broker,360,3,Bank A,No
406387,2025-02,First Lien Mortgage,2015-01-17,992458,203455,8536,73.95,40.01,7.39,Current,614,IL,Home Improvement,No,No,Correspondent,360,5,Non-Bank D,No
406388,2025-02,First Lien Mortgage,2016-06-05,841546,294284,335750,78.25,10.52,6.78,Current,769,CA,Home Improvement,Yes,No,Broker,240,10,Bank B,Yes
406389,2025-02,First Lien Mortgage,2020-02-07,119533,243697,290010,75.71,11.95,6.45,30 Days,559,WA,Purchase,No,No,Direct,180,7,Bank B,No
406390,2025-02,Home Equity Loan,2020-11-29,882607,427320,313410,89.84,50.05,7.46,Current,603,CA,Home Improvement,No,Yes,Correspondent,180,3,Non-Bank D,No
406391,2025-02,First Lien Mortgage,2015-08-20,788603,82493,300267,82.45,16.57,3.47,Current,608,CA,Refinance,No,No,Retail,180,5,Bank B,No
406392,2025-02,First Lien Mortgage,2021-10-04,54865,410804,7622,86.02,38.74,7.27,Current,657,WA,Home Improvement,No,No,Correspondent,240,10,Bank C,Yes
406393,2025-02,First Lien Mortgage,2020-10-03,212228,284818,60619,98.83,38.17,6.22,30 Days,801,WA,Cash-Out Refinance,No,No,Direct,240,10,Bank A,Yes
406394,2025-02,Home Equity Loan,2022-02-15,679500,473728,418745,51.81,40.55,4.98,Current,782,GA,Refinance,Yes,No,Retail,240,5,Bank A,No
406395,2025-02,Home Equity Loan,2023-09-13,371519,183108,41993,77.48,29.39,5.72,Current,723,GA,Refinance,No,No,Direct,180,10,Bank C,Yes
406396,2025-02,First Lien Mortgage,2019-10-02,531363,204713,323092,61.63,24.49,6.91,90+ Days,609,GA,Cash-Out Refinance,No,No,Correspondent,360,7,Non-Bank D,No
406397,2025-02,Home Equity Loan,2023-09-02,491463,186952,110489,85.62,26.15,9.53,Current,537,NY,Cash-Out Refinance,No,Yes,Direct,180,5,Bank C,Yes
406398,2025-02,Home Equity Loan,2015-12-25,837952,410261,404587,78.19,25.56,3.13,Current,754,CA,Purchase,No,No,Retail,240,10,Bank B,No
406399,2025-02,Home Equity Loan,2018-11-22,883304,166045,273524,61.22,26.81,3.47,Current,761,TX,Refinance,No,No,Broker,180,3,Bank C,Yes
406400,2025-02,Home Equity Loan,2022-04-03,948577,460205,272317,53.23,27.97,6.34,Current,685,GA,Refinance,No,No,Correspondent,180,5,Non-Bank D,No
406401,2025-02,First Lien Mortgage,2022-11-27,562107,108189,6195,42.58,11.84,7.19,Current,798,GA,Purchase,No,No,Retail,360,3,Bank B,Yes
406402,2025-02,First Lien Mortgage,2020-08-05,936089,492809,107641,99.5,40.47,7.2,Current,629,CA,Refinance,No,No,Broker,180,7,Bank B,Yes
406403,2025-02,Home Equity Loan,2019-05-15,833061,495823,225758,84.26,29.96,5.5,Current,615,FL,Purchase,No,No,Retail,360,5,Bank B,Yes
406404,2025-02,Home Equity Loan,2019-06-03,910268,158132,266643,73.75,36.31,5.03,Current,692,NY,Home Improvement,No,No,Retail,240,7,Bank B,No
406405,2025-02,First Lien Mortgage,2020-07-17,421868,38800,182483,80.78,36.98,5.54,Current,839,FL,Home Improvement,No,No,Direct,180,10,Non-Bank D,Yes
406406,2025-02,First Lien Mortgage,2023-10-05,485569,331716,139979,50.96,48.48,6.3,Current,805,FL,Purchase,No,No,Correspondent,360,7,Bank A,Yes
406407,2025-02,Home Equity Loan,2016-01-21,449976,368972,345638,96.29,33.58,3.79,Current,571,FL,Purchase,No,No,Broker,360,3,Non-Bank D,No
406408,2025-02,First Lien Mortgage,2020-08-04,358008,497290,436711,79.7,48.48,2.63,Current,795,GA,Purchase,No,No,Retail,180,5,Bank C,Yes
406409,2025-02,First Lien Mortgage,2018-08-30,350499,319009,144869,66.66,46.15,6.82,Current,520,WA,Home Improvement,No,No,Direct,240,3,Bank A,No
406410,2025-02,First Lien Mortgage,2016-04-05,487073,330224,399111,75.6,55.47,5.0,Current,549,GA,Home Improvement,No,No,Retail,180,5,Bank C,Yes
406411,2025-02,Home Equity Loan,2016-03-15,126700,375967,267132,85.05,37.1,9.49,Current,614,NY,Refinance,No,No,Broker,180,3,Bank C,Yes
406412,2025-02,First Lien Mortgage,2020-11-11,179472,238446,215315,62.97,23.99,9.95,Current,776,WA,Cash-Out Refinance,No,No,Direct,180,5,Bank B,No
406413,2025-02,First Lien Mortgage,2015-03-28,86497,152083,281927,79.7,23.32,3.15,Current,812,NY,Purchase,No,No,Correspondent,240,7,Bank B,No
406414,2025-02,Home Equity Loan,2015-04-10,98940,360823,389124,80.2,17.61,7.46,Current,518,NY,Refinance,Yes,No,Broker,360,5,Bank A,No
406415,2025-02,First Lien Mortgage,2015-01-03,740883,350157,420180,81.64,52.92,5.63,Current,546,CA,Purchase,No,No,Correspondent,240,7,Bank A,Yes
406416,2025-02,First Lien Mortgage,2016-05-11,449583,210571,354526,62.87,37.34,2.63,60 Days,795,NY,Purchase,No,No,Direct,360,5,Bank C,Yes
406417,2025-02,Home Equity Loan,2018-11-15,236741,452718,354418,55.88,28.2,8.31,Current,809,IL,Purchase,No,No,Correspondent,240,5,Bank C,Yes
406418,2025-02,Home Equity Loan,2015-05-11,199999,324181,348325,72.26,16.87,3.41,Current,740,TX,Purchase,No,No,Retail,360,7,Non-Bank D,No
406419,2025-02,Home Equity Loan,2016-08-10,829587,85693,148196,62.38,32.03,4.48,Current,570,GA,Purchase,No,No,Direct,180,10,Bank B,Yes
406420,2025-02,First Lien Mortgage,2016-04-29,625014,182260,235163,96.02,40.34,4.79,Current,692,FL,Home Improvement,No,No,Direct,180,5,Non-Bank D,No
406421,2025-02,First Lien Mortgage,2015-08-05,29305,494362,5693,41.3,54.5,4.57,Current,521,IL,Purchase,No,No,Retail,360,3,Non-Bank D,Yes
406422,2025-02,First Lien Mortgage,2016-02-24,629866,357623,275912,89.75,20.07,9.36,Current,683,GA,Cash-Out Refinance,No,No,Correspondent,240,5,Non-Bank D,No
406423,2025-02,First Lien Mortgage,2017-01-27,833552,415191,286573,73.81,14.6,7.17,Current,842,GA,Cash-Out Refinance,No,No,Retail,180,5,Non-Bank D,No
406424,2025-02,First Lien Mortgage,2015-01-25,497378,475624,87786,98.99,58.31,8.65,Current,669,FL,Cash-Out Refinance,No,No,Direct,240,7,Bank A,Yes
406425,2025-02,Home Equity Loan,2022-08-12,158351,251633,156574,65.28,47.74,8.48,Current,814,IL,Cash-Out Refinance,No,No,Broker,180,10,Bank B,No
406426,2025-02,First Lien Mortgage,2019-06-23,272757,264496,401340,85.06,29.77,7.15,Current,747,IL,Refinance,No,No,Direct,360,5,Bank C,No
406427,2025-02,Home Equity Loan,2021-03-01,86343,319713,249598,58.07,10.09,7.3,Current,830,IL,Purchase,No,No,Correspondent,180,5,Bank C,Yes
406428,2025-02,First Lien Mortgage,2022-11-30,342217,177864,200204,76.68,33.91,2.79,Current,748,IL,Purchase,No,No,Broker,180,7,Bank C,Yes
406429,2025-02,First Lien Mortgage,2021-06-09,393776,179893,294233,47.86,40.39,9.79,Current,780,CA,Purchase,No,No,Direct,180,5,Bank A,Yes
406430,2025-02,Home Equity Loan,2016-06-21,792477,97122,356371,51.38,53.5,3.72,Current,812,GA,Home Improvement,No,No,Correspondent,240,10,Bank A,Yes
406431,2025-02,Home Equity Loan,2020-07-20,103414,71491,199208,99.0,25.0,3.31,Current,726,WA,Purchase,No,No,Correspondent,240,7,Non-Bank D,No
406432,2025-02,First Lien Mortgage,2018-02-05,304818,260573,268274,71.96,51.47,5.7,Current,672,WA,Refinance,No,No,Retail,360,7,Bank C,No
406433,2025-02,Home Equity Loan,2020-03-17,681849,305110,73213,65.74,45.7,9.84,Current,784,NY,Purchase,No,No,Broker,180,7,Bank A,No
406434,2025-02,First Lien Mortgage,2017-07-04,786974,68923,288090,80.07,29.74,4.49,Current,685,CA,Cash-Out Refinance,No,No,Retail,240,5,Non-Bank D,Yes
406435,2025-02,First Lien Mortgage,2020-01-05,987018,182415,154139,89.91,44.92,9.58,30 Days,508,IL,Cash-Out Refinance,No,No,Direct,240,7,Bank B,No
406436,2025-02,Home Equity Loan,2017-06-04,745244,355908,19395,75.14,42.42,2.79,Current,564,WA,Refinance,No,No,Retail,240,5,Bank B,No
406437,2025-02,First Lien Mortgage,2017-10-18,918056,388248,137204,93.87,50.08,5.86,Current,776,NY,Purchase,No,No,Broker,180,5,Bank B,No
406438,2025-02,Home Equity Loan,2016-10-23,89581,383053,430235,85.94,54.07,8.83,Current,633,GA,Cash-Out Refinance,No,No,Retail,360,7,Bank B,No
406439,2025-02,First Lien Mortgage,2020-04-01,980730,439660,383371,52.17,42.19,4.04,Current,530,FL,Home Improvement,No,No,Correspondent,240,3,Bank A,Yes
406440,2025-02,Home Equity Loan,2018-12-04,393383,132338,438807,81.71,41.76,3.49,Current,609,IL,Home Improvement,No,No,Retail,180,3,Bank A,No
406441,2025-02,First Lien Mortgage,2019-11-04,200040,63693,308294,84.24,56.51,3.44,Current,674,IL,Cash-Out Refinance,No,No,Broker,240,7,Bank C,No
406442,2025-02,Home Equity Loan,2022-04-27,313952,342973,213640,86.41,29.48,2.91,Current,765,IL,Refinance,No,No,Broker,180,3,Bank A,Yes
406443,2025-02,Home Equity Loan,2015-06-21,856640,113120,172745,52.28,28.79,6.15,Current,742,NY,Cash-Out Refinance,No,No,Retail,360,10,Bank C,No
406444,2025-02,Home Equity Loan,2018-08-24,303190,469058,377409,73.99,56.01,6.54,Current,536,GA,Cash-Out Refinance,No,Yes,Direct,360,5,Non-Bank D,Yes
406445,2025-02,First Lien Mortgage,2022-03-09,124428,378567,35032,45.75,58.85,7.62,60 Days,780,TX,Home Improvement,No,No,Direct,360,7,Bank C,Yes
406446,2025-02,First Lien Mortgage,2023-01-02,745257,417160,240718,93.12,50.61,3.88,Current,842,TX,Purchase,No,No,Retail,180,7,Non-Bank D,No
406447,2025-02,Home Equity Loan,2019-09-16,639861,285224,247651,86.2,37.98,6.18,Current,683,FL,Cash-Out Refinance,No,No,Retail,180,3,Non-Bank D,Yes
406448,2025-02,Home Equity Loan,2015-05-27,727885,120472,96916,79.52,38.55,7.36,Current,505,WA,Refinance,No,No,Retail,360,5,Bank A,Yes
406449,2025-02,First Lien Mortgage,2020-02-15,570999,328273,82147,65.15,51.37,7.21,Current,524,CA,Home Improvement,No,No,Retail,180,5,Bank A,Yes
406450,2025-02,First Lien Mortgage,2021-04-26,754021,484484,106608,64.84,25.47,4.67,Current,754,NY,Refinance,No,No,Direct,360,5,Bank B,No
406451,2025-02,First Lien Mortgage,2021-03-21,245722,177484,215356,41.36,36.57,9.86,60 Days,793,FL,Home Improvement,No,No,Direct,360,5,Bank A,Yes
406452,2025-02,First Lien Mortgage,2016-07-31,817582,483468,134677,54.63,29.95,9.51,30 Days,765,WA,Home Improvement,No,No,Direct,360,10,Bank A,Yes
406453,2025-02,First Lien Mortgage,2023-05-31,483475,61166,72415,57.45,42.97,5.56,Current,641,FL,Cash-Out Refinance,No,No,Retail,180,7,Bank B,Yes
406454,2025-02,First Lien Mortgage,2023-08-27,225167,284316,422134,81.32,46.99,3.47,Current,570,NY,Cash-Out Refinance,No,No,Direct,240,3,Bank C,Yes
406455,2025-02,Home Equity Loan,2017-01-02,837125,29475,304551,82.25,43.15,8.1,Current,644,IL,Refinance,Yes,No,Retail,180,10,Bank A,No
406456,2025-02,First Lien Mortgage,2021-02-05,47913,135166,142423,82.34,21.71,8.6,Current,747,CA,Purchase,No,No,Direct,180,7,Bank A,No
406457,2025-02,First Lien Mortgage,2015-05-06,271101,127757,260088,86.3,13.29,7.84,Current,605,GA,Purchase,No,No,Correspondent,180,7,Bank B,No
406458,2025-02,Home Equity Loan,2016-01-19,996723,430645,383360,67.12,45.7,4.22,Current,662,GA,Home Improvement,No,No,Correspondent,240,10,Non-Bank D,No
406459,2025-02,Home Equity Loan,2016-03-06,633402,121279,297602,83.41,12.04,2.76,Current,616,CA,Home Improvement,No,No,Direct,360,7,Bank B,Yes
406460,2025-02,First Lien Mortgage,2015-03-15,234242,442360,366353,46.0,52.59,2.97,Current,702,CA,Cash-Out Refinance,No,No,Direct,240,5,Non-Bank D,No
406461,2025-02,First Lien Mortgage,2018-07-04,883815,438465,128732,53.76,56.27,6.59,Current,768,NY,Purchase,No,No,Broker,360,5,Bank B,Yes
406462,2025-02,Home Equity Loan,2017-07-22,120501,225973,133833,75.54,17.34,4.76,Current,675,TX,Cash-Out Refinance,No,No,Direct,180,5,Bank B,Yes
406463,2025-02,First Lien Mortgage,2020-07-01,951084,417154,10225,74.99,35.57,6.11,Current,774,IL,Purchase,No,No,Broker,240,10,Bank A,No
406464,2025-02,Home Equity Loan,2017-01-17,841721,407627,402650,64.76,40.15,4.35,Current,549,TX,Purchase,No,No,Direct,240,10,Non-Bank D,No
406465,2025-02,Home Equity Loan,2021-04-29,908644,181881,403926,64.93,34.1,6.76,30 Days,575,GA,Cash-Out Refinance,No,No,Direct,180,10,Non-Bank D,Yes
406466,2025-02,First Lien Mortgage,2015-12-11,58528,151780,412984,50.19,24.68,2.74,Current,739,TX,Purchase,No,No,Retail,240,3,Non-Bank D,No
406467,2025-02,First Lien Mortgage,2019-03-16,386433,323275,145046,52.37,11.23,4.68,Current,643,CA,Refinance,No,Yes,Correspondent,240,7,Bank A,Yes
406468,2025-02,Home Equity Loan,2015-01-19,548034,187715,343042,62.59,23.92,6.76,Current,766,IL,Home Improvement,No,No,Retail,180,7,Bank B,Yes
406469,2025-02,First Lien Mortgage,2020-06-22,438292,361636,40351,63.8,53.18,7.07,Current,655,TX,Home Improvement,No,No,Retail,180,7,Non-Bank D,No
406470,2025-02,Home Equity Loan,2023-02-03,112622,461882,256780,54.53,50.58,9.5,Current,814,CA,Home Improvement,No,No,Broker,360,5,Non-Bank D,No
406471,2025-02,Home Equity Loan,2017-11-22,542811,332254,101167,74.68,26.73,6.86,Current,682,WA,Purchase,No,No,Correspondent,180,7,Non-Bank D,Yes
406472,2025-02,Home Equity Loan,2015-10-26,780561,51239,197080,71.81,22.37,8.97,Current,810,NY,Cash-Out Refinance,No,No,Correspondent,240,3,Bank B,Yes
406473,2025-02,Home Equity Loan,2023-04-20,700111,460891,407340,58.56,18.43,3.09,Current,707,NY,Purchase,No,No,Retail,240,3,Non-Bank D,No
406474,2025-02,Home Equity Loan,2019-07-01,862978,61171,369025,85.45,11.21,7.23,Current,565,GA,Refinance,No,No,Retail,180,7,Non-Bank D,Yes
406475,2025-02,Home Equity Loan,2018-04-23,272181,256203,407210,77.07,21.29,4.14,Current,695,CA,Cash-Out Refinance,No,No,Retail,240,5,Bank C,No
406476,2025-02,First Lien Mortgage,2017-08-19,573479,473245,69127,42.68,24.53,3.87,Current,729,GA,Purchase,No,No,Direct,240,5,Bank B,Yes
406477,2025-02,First Lien Mortgage,2017-07-19,702730,51823,394782,47.12,42.03,7.25,Current,768,NY,Home Improvement,No,No,Broker,360,3,Bank C,Yes
406478,2025-02,First Lien Mortgage,2020-04-01,864935,449689,148135,43.79,47.55,8.2,60 Days,799,GA,Cash-Out Refinance,No,No,Broker,180,3,Non-Bank D,No
406479,2025-02,Home Equity Loan,2021-06-07,600945,451955,203890,75.2,36.47,9.21,60 Days,602,CA,Purchase,No,No,Direct,240,3,Non-Bank D,No
406480,2025-02,First Lien Mortgage,2021-08-13,200230,149357,319435,93.25,27.85,8.4,Current,506,CA,Purchase,No,No,Correspondent,360,10,Non-Bank D,No
406481,2025-02,First Lien Mortgage,2021-03-30,514531,151967,364621,41.59,44.46,9.87,Current,693,CA,Refinance,No,No,Broker,180,7,Bank C,No
406482,2025-02,First Lien Mortgage,2015-05-01,410879,314034,123199,96.52,12.42,5.04,Current,808,IL,Refinance,No,No,Retail,360,10,Bank B,No
406483,2025-02,First Lien Mortgage,2022-01-23,422371,419035,245173,61.96,35.09,5.12,Current,770,CA,Cash-Out Refinance,No,No,Retail,180,5,Bank C,No
406484,2025-02,Home Equity Loan,2017-10-22,464647,223321,212221,95.27,54.33,9.95,Current,687,GA,Purchase,No,No,Correspondent,240,3,Bank C,Yes
406485,2025-02,Home Equity Loan,2015-03-13,247745,283126,325514,42.56,59.15,7.79,Current,503,CA,Home Improvement,Yes,No,Direct,360,3,Non-Bank D,Yes
406486,2025-02,First Lien Mortgage,2019-03-22,390159,189487,331498,48.22,46.35,3.0,Current,527,CA,Refinance,No,No,Direct,240,10,Bank C,No
406487,2025-02,First Lien Mortgage,2019-01-19,784497,484217,85064,84.82,59.08,8.12,Current,747,IL,Cash-Out Refinance,No,No,Correspondent,360,5,Bank B,Yes
406488,2025-02,First Lien Mortgage,2018-11-20,356841,390903,64790,77.76,42.71,7.31,30 Days,834,IL,Home Improvement,No,No,Direct,240,7,Non-Bank D,No
406489,2025-02,First Lien Mortgage,2019-05-03,845627,252678,392424,69.65,53.27,8.71,Current,724,CA,Purchase,No,No,Correspondent,180,7,Bank B,No
406490,2025-02,First Lien Mortgage,2018-08-01,71401,432582,134878,53.37,27.05,6.98,Current,812,FL,Purchase,No,No,Direct,360,7,Bank A,Yes
406491,2025-02,Home Equity Loan,2018-10-13,642631,338361,118426,94.84,33.87,8.7,Current,504,WA,Cash-Out Refinance,No,No,Correspondent,180,7,Bank B,No
406492,2025-02,First Lien Mortgage,2021-03-19,432771,83234,78122,44.25,28.42,5.52,Current,652,FL,Purchase,No,No,Direct,360,7,Bank B,No
406493,2025-02,First Lien Mortgage,2015-08-22,231233,323488,314911,40.01,29.41,9.64,Current,511,TX,Purchase,No,No,Correspondent,240,7,Bank C,No
406494,2025-02,Home Equity Loan,2017-02-26,490525,315142,119292,73.98,58.67,9.37,Current,560,IL,Refinance,No,No,Retail,240,7,Bank C,No
406495,2025-02,Home Equity Loan,2019-03-13,955690,474259,84757,68.84,47.87,9.34,Current,679,NY,Home Improvement,No,No,Direct,180,7,Bank B,No
406496,2025-02,Home Equity Loan,2016-01-02,319249,340353,79491,74.33,55.95,3.83,Current,687,GA,Purchase,No,No,Correspondent,180,7,Bank B,Yes
406497,2025-02,Home Equity Loan,2020-10-18,942135,495643,204866,63.41,36.12,7.99,Current,598,TX,Cash-Out Refinance,No,No,Broker,240,5,Bank B,Yes
406498,2025-02,First Lien Mortgage,2018-11-04,537113,208579,43459,85.12,51.13,6.56,Current,608,IL,Refinance,No,No,Broker,360,10,Bank A,No
406499,2025-02,Home Equity Loan,2019-08-27,68895,417345,314656,79.64,10.61,6.08,Current,699,CA,Purchase,No,Yes,Retail,180,3,Bank B,No
406500,2025-02,Home Equity Loan,2018-06-04,343213,199147,192400,94.86,49.13,6.69,30 Days,723,WA,Home Improvement,No,No,Direct,180,10,Bank C,No
406501,2025-02,First Lien Mortgage,2020-12-14,679026,478837,45562,55.05,33.81,6.0,Current,519,TX,Refinance,No,No,Direct,360,5,Bank A,Yes
406502,2025-02,Home Equity Loan,2019-06-29,759463,95733,290926,79.2,15.47,4.08,Current,810,IL,Purchase,No,No,Retail,360,5,Bank B,Yes
406503,2025-02,Home Equity Loan,2016-02-12,792983,317524,95759,53.54,15.1,4.35,Current,841,CA,Cash-Out Refinance,No,No,Broker,180,7,Bank C,No
406504,2025-02,Home Equity Loan,2021-05-21,29573,337137,378672,86.34,24.06,8.36,Current,653,NY,Purchase,No,No,Correspondent,360,7,Bank C,Yes
406505,2025-02,Home Equity Loan,2019-01-13,552727,99612,193584,47.18,11.2,4.99,30 Days,558,FL,Home Improvement,No,No,Retail,360,10,Bank B,Yes
406506,2025-02,First Lien Mortgage,2017-03-19,408901,494273,277902,92.82,28.36,6.57,30 Days,835,CA,Refinance,Yes,No,Correspondent,180,5,Bank B,No
406507,2025-02,First Lien Mortgage,2018-04-25,158211,121879,368700,81.83,40.53,5.49,Current,612,NY,Home Improvement,No,No,Correspondent,240,5,Bank A,No
406508,2025-02,Home Equity Loan,2021-09-09,177972,411870,56734,99.17,47.65,3.14,Current,570,TX,Purchase,No,No,Correspondent,240,3,Non-Bank D,No
406509,2025-02,First Lien Mortgage,2015-11-13,111880,244103,391821,54.04,51.86,6.23,Current,556,IL,Cash-Out Refinance,No,No,Broker,360,7,Bank C,Yes
406510,2025-02,Home Equity Loan,2015-03-16,544380,181086,158366,71.13,34.34,7.31,Current,724,IL,Refinance,No,No,Correspondent,360,7,Bank A,No
406511,2025-02,First Lien Mortgage,2023-11-20,30699,217952,133333,51.42,58.75,7.7,Current,639,WA,Refinance,No,No,Retail,180,5,Bank C,No
406512,2025-02,Home Equity Loan,2015-05-23,89345,67836,66162,92.77,54.33,5.35,Current,833,NY,Cash-Out Refinance,No,No,Broker,180,5,Bank C,No
406513,2025-02,First Lien Mortgage,2018-12-08,509079,121015,300094,94.03,56.85,7.21,Current,571,CA,Cash-Out Refinance,No,No,Retail,180,3,Non-Bank D,Yes
406514,2025-02,Home Equity Loan,2015-07-19,213451,55353,157601,96.0,45.6,8.53,Current,591,NY,Cash-Out Refinance,No,No,Retail,180,3,Non-Bank D,Yes
406515,2025-02,Home Equity Loan,2019-04-07,795427,279849,419465,79.13,56.09,9.51,30 Days,638,FL,Refinance,No,No,Retail,240,3,Bank A,Yes
406516,2025-02,Home Equity Loan,2023-06-05,295163,242640,264451,72.27,27.93,3.35,Current,830,TX,Home Improvement,No,No,Direct,360,10,Bank B,No
406517,2025-02,Home Equity Loan,2019-10-18,761650,136709,203337,54.15,39.6,4.75,Current,736,FL,Home Improvement,No,No,Retail,360,10,Bank A,Yes
406518,2025-02,First Lien Mortgage,2020-09-03,359366,421928,115886,52.24,17.99,5.92,Current,845,TX,Refinance,No,Yes,Correspondent,180,3,Bank B,No
406519,2025-02,First Lien Mortgage,2018-04-24,423162,123223,372774,86.63,18.03,3.7,Current,720,GA,Cash-Out Refinance,No,No,Broker,240,7,Bank B,Yes
406520,2025-02,Home Equity Loan,2023-10-01,319605,150633,120162,69.14,39.71,3.84,Current,796,FL,Cash-Out Refinance,No,No,Correspondent,240,7,Non-Bank D,Yes
406521,2025-02,Home Equity Loan,2019-05-22,507572,265936,446095,73.84,47.29,6.43,Current,591,FL,Purchase,No,No,Direct,240,10,Bank C,No
406522,2025-02,Home Equity Loan,2019-01-08,668201,357114,431932,87.86,12.75,7.72,Current,757,CA,Purchase,No,No,Direct,180,7,Bank A,No
406523,2025-02,Home Equity Loan,2019-04-28,569388,107645,385494,90.44,51.16,7.16,Current,565,FL,Home Improvement,No,No,Broker,240,10,Bank A,No
406524,2025-02,First Lien Mortgage,2016-07-15,733083,486369,19329,89.76,57.36,3.23,Current,779,IL,Home Improvement,No,No,Retail,360,7,Bank C,No
406525,2025-02,Home Equity Loan,2016-01-09,517706,284550,135862,50.77,32.25,9.33,Current,702,FL,Refinance,No,No,Retail,360,5,Bank C,No
406526,2025-02,Home Equity Loan,2015-07-12,246571,218824,81590,80.77,48.33,5.27,Current,830,IL,Cash-Out Refinance,No,No,Retail,180,10,Bank B,No
